city,Patients
Patelbury,4
Patelstad,1
Patelville,2
Patriciaberg,3
Patriciaborough,5
Patriciafort,4
Patriciafurt,4
Patricialand,6
Patriciamouth,4
Patriciaport,1
Patriciaside,2
Patriciastad,2
Patriciaton,1
Patriciaview,3
Patrickberg,2
Patrickborough,6
Patrickburgh,1
Patrickbury,6
Patrickchester,6
Patrickfurt,1
Patrickhaven,2
Patrickland,5
Patrickmouth,2
Patrickshire,4
Patrickstad,2
Patricktown,3
Patrickview,2
Patrickville,1
Pattersonberg,4
Pattersonbury,1
Pattersonfort,4
Pattersonhaven,6
Pattersonmouth,1
Pattersonstad,1
Pattersontown,2
Pattersonview,4
Pattonborough,2
Pattonmouth,3
Pattonside,3
Pattyton,3
Paulaberg,1
Paulaborough,1
Paulaburgh,4
Paulabury,3
Paulafort,2
Paulafurt,1
Paulaport,3
Paulaside,2
Paulastad,2
Paulatown,1
Paulaview,2
Paulberg,8
Paulborough,2
Paulburgh,2
Paulbury,2
Paulfort,3
Paulfurt,2
Paulland,3
Paulmouth,2
Paulport,5
Paulshire,3
Paulside,6
Paulton,4
Paulview,6
Paulville,2
Paynechester,5
Paynefort,1
Paynefurt,1
Paynehaven,2
Payneview,2
Payneville,4
Pearsonfort,3
Pearsonhaven,1
Pearsonmouth,3
Peckborough,1
Peckchester,2
Peckton,2
Pedroborough,1
Pedroburgh,1
Pedromouth,2
Pedroside,1
Peggychester,1
Peggyfurt,1
Peggyland,2
Peggymouth,1
Penachester,4
Penaland,3
Penastad,2
Penaview,1
Penningtonhaven,3
Pennychester,2
Perezberg,2
Perezbury,1
Perezchester,2
Perezfort,2
Perezfurt,2
Perezhaven,4
Perezland,1
Perezmouth,5
Perezport,5
Perezshire,6
Perezside,1
Perezton,3
Perezview,3
Perezville,1
Perkinschester,1
Perkinsfurt,1
Perkinsland,1
Perkinsmouth,4
Perkinsport,2
Perkinsshire,2
Perryberg,1
Perryborough,1
Perryfurt,1
Perrymouth,5
Perryport,2
Perrystad,3
Perryton,2
Peterberg,2
Peterburgh,1
Peterchester,1
Peterfurt,7
Peterhaven,1
Petermouth,5
Petersentown,1
Petersfurt,2
Peterside,1
Petersland,2
Petersmouth,4
Petersonberg,6
Petersonborough,6
Petersonburgh,7
Petersonbury,2
Petersonchester,9
Petersonland,2
Petersonmouth,3
Petersonport,6
Petersonside,3
Petersonstad,3
Petersonton,4
Petersontown,4
Petersonview,2
Petersonville,3
Petersshire,5
Petersside,1
Peterstown,2
Peterton,1
Petertown,1
Peterview,3
Peterville,2
Pettyland,1
Pettyside,1
Phamton,2
Phamview,3
Phelpsland,1
Philipberg,2
Philipborough,1
Philipmouth,4
Philipside,2
Philipview,1
Philipville,4
Phillipberg,1
Phillipchester,1
Phillipland,1
Phillipmouth,2
Phillipsberg,7
Phillipsborough,1
Phillipsburgh,2
Phillipsbury,1
Phillipschester,3
Phillipsfurt,2
Phillipsland,6
Phillipsmouth,3
Phillipsside,4
Phillipsstad,2
Phillipstad,1
Phillipston,5
Phillipstown,2
Phillipsview,5
Phillipsville,2
Phillipton,3
Phyllisborough,2
Phyllischester,3
Phyllisfurt,1
Phyllismouth,4
Phyllisport,2
Piercechester,1
Piercefurt,1
Pierceland,1
Piercemouth,3
Pinedaburgh,3
Pinedabury,2
Pinedachester,1
Pinedafurt,3
Pinedahaven,3
Pinedamouth,1
Pinedastad,1
Pittmanport,4
Pittmanview,4
Pittsfurt,3
Pittstown,2
Pollardbury,3
Pollardchester,2
Poncebury,1
Poncemouth,4
Ponceside,1
Ponceton,1
Poolehaven,3
Pooleport,2
Pooleton,2
Popechester,3
Popefurt,2
Popeview,2
Popeville,6
Port Aaron,10
Port Aaronborough,1
Port Aaronfort,1
Port Abigailville,1
Port Adam,3
Port Adrian,1
Port Adrianmouth,1
Port Adrianside,3
Port Alanchester,3
Port Albertberg,2
Port Alex,1
Port Alexander,2
Port Alexandra,1
Port Alexandriaburgh,1
Port Alexandriabury,3
Port Alexandriafurt,2
Port Alexisberg,2
Port Alexistown,3
Port Alexview,1
Port Alison,6
Port Alisonhaven,1
Port Alisonport,2
Port Allison,1
Port Allisonhaven,2
Port Allisonport,1
Port Alyssa,2
Port Alyssaland,2
Port Alyssastad,1
Port Amanda,16
Port Amandashire,1
Port Amandaville,1
Port Amber,4
Port Amberburgh,2
Port Amberland,3
Port Amberport,1
Port Amberton,3
Port Amy,14
Port Amyfort,2
Port Amyhaven,1
Port Amymouth,2
Port Amyview,1
Port Ana,5
Port Andrea,3
Port Andreaburgh,2
Port Andreafort,1
Port Andreafurt,2
Port Andreaview,2
Port Andres,1
Port Andrew,8
Port Andrewburgh,1
Port Andrewchester,1
Port Andrewshire,1
Port Angel,5
Port Angela,5
Port Angelafort,1
Port Angelamouth,2
Port Angelashire,1
Port Angelaton,1
Port Angelatown,1
Port Angelaville,2
Port Angelicaport,2
Port Angie,1
Port Anitaburgh,1
Port Anna,6
Port Annaland,4
Port Annatown,3
Port Anne,2
Port Anneburgh,1
Port Annette,1
Port Annstad,1
Port Anthony,14
Port Anthonyborough,2
Port Anthonychester,3
Port Anthonystad,5
Port Anthonytown,1
Port Antoniobury,1
Port April,3
Port Aprilchester,5
Port Aprilstad,1
Port Arielshire,1
Port Ashlee,1
Port Ashley,16
Port Ashleyberg,2
Port Ashleychester,3
Port Ashleyfort,2
Port Ashleyland,4
Port Ashleyport,1
Port Ashleyton,4
Port Ashleytown,3
Port Austin,4
Port Austinfurt,6
Port Autumnborough,1
Port Autumnfort,1
Port Bailey,1
Port Barbara,1
Port Barrymouth,1
Port Becky,1
Port Benjamin,2
Port Benjaminborough,3
Port Benjaminfurt,2
Port Benjaminstad,1
Port Bernard,5
Port Beth,5
Port Bethanyfort,4
Port Beverly,4
Port Bill,8
Port Billy,1
Port Billyborough,1
Port Bobby,7
Port Bonniemouth,2
Port Bonnieport,1
Port Bradley,4
Port Bradleybury,1
Port Bradleyport,1
Port Bradmouth,1
Port Bradtown,1
Port Brandi,1
Port Brandon,1
Port Brandonville,1
Port Brenda,2
Port Brendachester,1
Port Brendanland,1
Port Brendaport,2
Port Brendashire,4
Port Brendaview,3
Port Brent,1
Port Brentbury,1
Port Brentstad,4
Port Brett,5
Port Brian,12
Port Brianashire,1
Port Brianchester,2
Port Brianland,1
Port Brianmouth,2
Port Brianna,6
Port Brianport,5
Port Brianstad,1
Port Brianview,2
Port Bridgetfurt,1
Port Bridgetport,2
Port Brittany,12
Port Brittanyfort,3
Port Brittanyshire,3
Port Brittanytown,2
Port Brittney,1
Port Brittneyshire,2
Port Brooke,1
Port Brookeview,4
Port Bruce,3
Port Bryanberg,2
Port Bryanbury,4
Port Bryanland,1
Port Bryanstad,3
Port Bryantown,1
Port Brycebury,1
Port Caitlin,3
Port Caitlinfurt,2
Port Caitlinmouth,2
Port Calvinton,1
Port Calvinville,4
Port Cameronmouth,1
Port Candacetown,1
Port Carlaville,1
Port Carlfort,1
Port Carlos,4
Port Carlosberg,1
Port Carlosville,1
Port Carltown,1
Port Carly,4
Port Carmenton,1
Port Carol,2
Port Carolhaven,2
Port Carolport,1
Port Carolyn,1
Port Carolynstad,1
Port Carolynton,2
Port Carrie,1
Port Carriefurt,1
Port Casey,4
Port Cassandra,9
Port Cassandrachester,1
Port Cassidy,3
Port Cassiehaven,2
Port Catherine,2
Port Chadburgh,2
Port Chadmouth,4
Port Charles,9
Port Charlesburgh,2
Port Charlesfurt,4
Port Charleshaven,3
Port Chase,2
Port Chasebury,1
Port Chelsea,9
Port Chelsey,5
Port Cheryl,2
Port Cheyenne,2
Port Chrisburgh,2
Port Christian,5
Port Christianport,2
Port Christina,4
Port Christinabury,1
Port Christinamouth,3
Port Christinatown,4
Port Christinaview,3
Port Christinaville,2
Port Christine,7
Port Christineborough,1
Port Christinebury,1
Port Christinehaven,1
Port Christineshire,1
Port Christinestad,1
Port Christineview,4
Port Christopher,25
Port Christopherborough,1
Port Christopherburgh,1
Port Christopherfort,2
Port Christopherfurt,3
Port Christopherland,3
Port Christopherport,6
Port Christopherside,1
Port Christopherstad,1
Port Christopherville,4
Port Cindyberg,1
Port Clayton,2
Port Claytonville,2
Port Cody,2
Port Codyfurt,1
Port Codyhaven,4
Port Codyland,1
Port Colinfort,5
Port Colleen,2
Port Colleenberg,1
Port Collinstad,2
Port Colton,3
Port Connor,1
Port Corey,3
Port Coreyfort,2
Port Coreyhaven,1
Port Coreyton,2
Port Coreytown,1
Port Cory,1
Port Courtney,9
Port Courtneyfurt,1
Port Craig,5
Port Craigborough,1
Port Crystal,3
Port Crystalborough,2
Port Crystalfurt,2
Port Crystalland,1
Port Crystalmouth,2
Port Crystalside,8
Port Cynthia,3
Port Cynthiaport,4
Port Cynthiastad,2
Port Dakota,1
Port Daltonshire,3
Port Dana,2
Port Danaport,5
Port Daniel,15
Port Danielburgh,1
Port Danielbury,1
Port Danielle,4
Port Danielleberg,1
Port Daniellestad,4
Port Danielmouth,2
Port Danielshire,1
Port Danielton,1
Port Dannyshire,2
Port David,23
Port Davidberg,1
Port Davidchester,2
Port Davidfort,8
Port Davidhaven,13
Port Davidmouth,2
Port Davidshire,2
Port Davidside,2
Port Davidstad,2
Port Davidton,4
Port Davidtown,1
Port Davidview,2
Port Davidville,3
Port Dawn,3
Port Dawnberg,2
Port Dawnton,1
Port Dawnville,3
Port Dean,4
Port Deannaborough,2
Port Deannaland,3
Port Deannaview,2
Port Deborah,8
Port Deborahborough,2
Port Debra,6
Port Debrashire,3
Port Denise,2
Port Deniseview,1
Port Dennis,8
Port Dennisbury,1
Port Dennismouth,1
Port Derekmouth,3
Port Derrick,3
Port Derrickside,2
Port Derricktown,2
Port Desiree,2
Port Desireeton,2
Port Devinshire,2
Port Diana,6
Port Dianachester,4
Port Dianaland,3
Port Diane,5
Port Dianeview,2
Port Dominicland,3
Port Donald,5
Port Donaldberg,1
Port Donaldburgh,3
Port Donaldhaven,4
Port Donna,6
Port Donnabury,1
Port Donnaport,1
Port Donnaside,3
Port Donnaview,1
Port Dorisport,2
Port Douglas,10
Port Dustin,2
Port Dustinberg,1
Port Dustinview,1
Port Dwayneborough,2
Port Dwayneview,2
Port Dylan,1
Port Dylanville,4
Port Eduardo,2
Port Edwin,1
Port Eileenborough,2
Port Elizabeth,10
Port Elizabethhaven,2
Port Elizabethmouth,1
Port Emily,11
Port Emilyfort,2
Port Emilymouth,3
Port Emilyshire,3
Port Emilystad,5
Port Emilyton,2
Port Emilytown,1
Port Eric,8
Port Ericafurt,2
Port Ericamouth,4
Port Ericastad,2
Port Ericberg,2
Port Ericfort,1
Port Ericmouth,2
Port Ericport,4
Port Ericstad,2
Port Ericview,3
Port Erikachester,3
Port Erikaside,2
Port Erikbury,3
Port Erin,14
Port Erinborough,1
Port Erinfurt,1
Port Erinside,2
Port Ethan,3
Port Evanland,4
Port Evelynberg,1
Port Evelynstad,1
Port Felicia,2
Port Francis,3
Port Frank,3
Port Frankberg,2
Port Frankfurt,3
Port Frankland,4
Port Franklinshire,3
Port Franktown,3
Port Frederick,2
Port Frederickborough,3
Port Gabriel,4
Port Gabriela,2
Port Gabrielamouth,1
Port Gabrielatown,2
Port Gabrielmouth,3
Port Garrett,2
Port Gary,2
Port Garyville,3
Port Gavin,2
Port George,5
Port Georgefort,3
Port Geraldhaven,2
Port Geraldland,3
Port Gilbertchester,1
Port Gina,1
Port Ginaborough,1
Port Ginatown,1
Port Gloriafort,3
Port Gordonville,1
Port Graceview,2
Port Greg,1
Port Gregory,8
Port Gregoryberg,1
Port Gregorystad,3
Port Gregoryton,2
Port Gregorytown,2
Port Gregoryville,1
Port Haley,4
Port Haleytown,4
Port Hannah,8
Port Hannahfurt,3
Port Heather,11
Port Heatherbury,2
Port Heatherland,1
Port Heatherport,4
Port Heathershire,4
Port Heatherstad,1
Port Heatherview,2
Port Heidi,1
Port Heidishire,3
Port Heiditown,1
Port Herbertborough,3
Port Ian,1
Port Ianmouth,1
Port Jack,2
Port Jackside,1
Port Jacob,9
Port Jacobberg,3
Port Jacobburgh,1
Port Jacobmouth,3
Port Jacobshire,3
Port Jacobtown,1
Port Jacqueline,1
Port Jaime,2
Port James,26
Port Jamesbury,1
Port Jamesfort,2
Port Jamesfurt,2
Port Jameshaven,5
Port Jamesland,2
Port Jamesstad,1
Port Jamesview,4
Port Jamie,3
Port Jamiefurt,1
Port Jamiehaven,2
Port Jamiemouth,1
Port Jamieside,3
Port Janet,3
Port Janetbury,1
Port Jared,2
Port Jasminefurt,2
Port Jason,15
Port Jasonborough,3
Port Jasonchester,1
Port Jasonhaven,4
Port Jasonmouth,3
Port Jasonport,1
Port Jasonside,3
Port Jasonstad,2
Port Jasonton,4
Port Jasontown,4
Port Jasonville,2
Port Jay,2
Port Jayfort,1
Port Jeanette,3
Port Jeffery,3
Port Jefferyshire,1
Port Jefferyside,2
Port Jeffrey,14
Port Jeffreyborough,1
Port Jeffreychester,5
Port Jeffreyland,4
Port Jennifer,17
Port Jenniferberg,1
Port Jenniferborough,1
Port Jenniferburgh,2
Port Jenniferbury,1
Port Jenniferfort,6
Port Jenniferfurt,3
Port Jenniferport,5
Port Jennifershire,3
Port Jenniferside,1
Port Jenniferton,1
Port Jeremiah,2
Port Jeremyport,2
Port Jermainemouth,1
Port Jerry,4
Port Jerryfurt,3
Port Jerryland,2
Port Jerryview,1
Port Jesse,6
Port Jessemouth,5
Port Jessica,17
Port Jessicaberg,6
Port Jessicaborough,6
Port Jessicaburgh,3
Port Jessicabury,2
Port Jessicafurt,1
Port Jessicahaven,1
Port Jessicaland,2
Port Jessicaton,3
Port Jessicatown,1
Port Jessicaville,2
Port Jill,8
Port Jillland,2
Port Jillville,1
Port Jimmy,6
Port Jimmyburgh,2
Port Jimmyview,1
Port Jo,1
Port Joannatown,1
Port Jodi,6
Port Jody,3
Port Joelburgh,3
Port John,31
Port Johnathan,2
Port Johnberg,1
Port Johnborough,3
Port Johnburgh,1
Port Johnbury,1
Port Johnchester,2
Port Johnfurt,5
Port Johnmouth,2
Port Johnny,5
Port Johnport,2
Port Johnside,4
Port Johnton,3
Port Johnview,1
Port Johnville,2
Port Jon,5
Port Jonathan,19
Port Jonathanhaven,1
Port Jonathanmouth,1
Port Jonathanstad,3
Port Jonathanview,2
Port Jordanville,2
Port Jorge,2
Port Jorgefurt,1
Port Jorgeside,2
Port Jose,2
Port Josechester,2
Port Joseph,14
Port Josephberg,2
Port Josephmouth,5
Port Josephside,1
Port Josephstad,3
Port Josephville,2
Port Joshua,4
Port Joshuaborough,3
Port Joshuachester,1
Port Joshuamouth,9
Port Joshuaport,1
Port Joy,1
Port Joyce,1
Port Juanhaven,1
Port Juanport,1
Port Judytown,3
Port Julia,1
Port Juliafurt,4
Port Juliamouth,2
Port Julianside,2
Port Juliaport,1
Port Julie,9
Port Julieland,1
Port Julieside,1
Port Justin,5
Port Justinborough,1
Port Justinburgh,3
Port Justinville,1
Port Kaitlin,3
Port Kaitlyn,1
Port Kaitlynmouth,3
Port Kaitlynstad,2
Port Karaborough,1
Port Karabury,3
Port Karen,7
Port Karenfort,2
Port Karenstad,2
Port Karentown,1
Port Karenview,1
Port Karenville,1
Port Kari,2
Port Karinaport,1
Port Katelyn,2
Port Katelynland,2
Port Katelynville,2
Port Katherine,2
Port Katherineborough,1
Port Katherinehaven,1
Port Katherinestad,2
Port Katherineview,2
Port Kathleen,8
Port Kathleenberg,3
Port Kathleenland,3
Port Kathleenmouth,2
Port Kathleenville,3
Port Kathrynbury,2
Port Kathrynchester,5
Port Kathrynland,1
Port Kathy,4
Port Katie,6
Port Katieberg,3
Port Katieburgh,1
Port Kaylaberg,1
Port Kaylamouth,2
Port Kaylatown,2
Port Keithburgh,4
Port Keithfort,1
Port Kelliburgh,2
Port Kellie,2
Port Kellimouth,1
Port Kelly,9
Port Kellyburgh,5
Port Kellychester,3
Port Kellyhaven,2
Port Kellyport,7
Port Kellyshire,1
Port Kellyton,2
Port Kellyville,1
Port Kelsey,6
Port Kelseyborough,2
Port Kelseystad,4
Port Kendra,1
Port Kenneth,6
Port Kennethberg,1
Port Kennethland,2
Port Kennethport,3
Port Kennethside,1
Port Kennethville,2
Port Kerri,2
Port Kerryport,1
Port Kevin,5
Port Kevinfort,1
Port Kevinfurt,1
Port Kevinshire,4
Port Kevinside,2
Port Kevinstad,5
Port Kevinton,1
Port Kim,3
Port Kimberly,10
Port Kimberlyberg,2
Port Kimberlyshire,1
Port Kirsten,2
Port Kristen,3
Port Kristenburgh,1
Port Kristenmouth,1
Port Kristieburgh,2
Port Kristiefort,3
Port Kristin,2
Port Kristinabury,2
Port Kristinfurt,2
Port Kristy,3
Port Kristyshire,3
Port Kristystad,1
Port Krystal,3
Port Krystalton,2
Port Kyle,2
Port Kylie,1
Port Lacey,1
Port Lance,1
Port Lancehaven,1
Port Larryton,1
Port Latasha,2
Port Laura,10
Port Lauraburgh,2
Port Laurahaven,1
Port Lauramouth,1
Port Lauraside,2
Port Lauren,3
Port Laurenbury,2
Port Laurenmouth,1
Port Laurenton,3
Port Laurie,1
Port Laurieburgh,3
Port Lawrencefurt,1
Port Lawrenceshire,3
Port Leahland,1
Port Lee,2
Port Leeville,2
Port Leonard,1
Port Leslie,1
Port Linda,2
Port Lindamouth,2
Port Lindaport,3
Port Lindsay,2
Port Lindsaychester,2
Port Lisa,11
Port Lisachester,5
Port Lisafurt,2
Port Lisahaven,2
Port Lisamouth,1
Port Lisaport,5
Port Lisastad,1
Port Lisaville,1
Port Logan,4
Port Loretta,3
Port Lorettahaven,1
Port Lori,6
Port Loriberg,1
Port Lorichester,2
Port Lorifurt,1
Port Loriside,4
Port Lorraine,1
Port Lucas,2
Port Luisfurt,1
Port Luke,1
Port Lukeburgh,3
Port Lukemouth,1
Port Lukestad,2
Port Lynn,2
Port Lynnbury,1
Port Lynnfort,1
Port Mackenzie,2
Port Madisonfurt,4
Port Marcus,2
Port Marcushaven,2
Port Marcuston,1
Port Margaret,4
Port Margaretborough,2
Port Maria,7
Port Mariafort,3
Port Mariah,2
Port Marie,1
Port Marieborough,1
Port Marieburgh,1
Port Marioshire,2
Port Marisa,1
Port Mark,23
Port Markberg,3
Port Markborough,1
Port Markbury,4
Port Markchester,1
Port Markfort,1
Port Markmouth,2
Port Markshire,2
Port Markside,1
Port Marktown,2
Port Markview,2
Port Mary,6
Port Maryborough,1
Port Maryland,2
Port Maryside,1
Port Marystad,2
Port Maryville,1
Port Mason,2
Port Matthew,27
Port Matthewborough,1
Port Matthewburgh,2
Port Matthewchester,1
Port Matthewland,1
Port Matthewmouth,3
Port Matthewport,1
Port Matthewshire,2
Port Maureen,4
Port Maurice,2
Port Meagan,3
Port Megan,5
Port Meganbury,3
Port Meganton,2
Port Melindaville,1
Port Melissa,9
Port Melissaberg,1
Port Melissachester,1
Port Melissafort,4
Port Melissahaven,1
Port Melissamouth,1
Port Melissaport,1
Port Melissaview,1
Port Michael,44
Port Michaelberg,1
Port Michaelborough,1
Port Michaelchester,1
Port Michaelfort,2
Port Michaelfurt,4
Port Michaelhaven,4
Port Michaelmouth,5
Port Michaelville,3
Port Michele,2
Port Micheleberg,3
Port Micheleport,3
Port Micheleshire,2
Port Michelle,7
Port Michellebury,2
Port Michellefort,3
Port Michelleton,1
Port Michelleville,2
Port Mikeside,4
Port Mirandaside,3
Port Misty,1
Port Mistyberg,1
Port Mitchellton,1
Port Mollyburgh,1
Port Mollytown,1
Port Monicafurt,2
Port Monicaland,1
Port Monicamouth,2
Port Monique,3
Port Moniquefurt,2
Port Moniqueside,2
Port Morgan,3
Port Morganshire,1
Port Nancy,6
Port Nancymouth,1
Port Natalie,4
Port Natasha,3
Port Nathanborough,2
Port Nathanfort,2
Port Nathaniel,2
Port Nathanielborough,3
Port Nathanielburgh,3
Port Nathanielfort,1
Port Nathantown,2
Port Nicholas,1
Port Nicholaschester,2
Port Nicholasfort,2
Port Nicholashaven,2
Port Nicholasland,2
Port Nicholasview,1
Port Nicholasville,2
Port Nicole,6
Port Nicolebury,2
Port Nicolefort,6
Port Nicoleside,2
Port Noah,1
Port Noahville,1
Port Norman,2
Port Paige,6
Port Paigefurt,1
Port Pamelaland,1
Port Pamshire,1
Port Patricia,15
Port Patriciahaven,4
Port Patriciamouth,4
Port Patriciaview,1
Port Patrick,10
Port Patrickchester,1
Port Patrickfort,1
Port Patrickmouth,2
Port Patrickshire,2
Port Patrickstad,2
Port Paul,5
Port Paula,2
Port Paulaport,4
Port Paulbury,2
Port Paulfurt,3
Port Paulport,1
Port Paultown,4
Port Paulville,3
Port Pedro,1
Port Peggyview,4
Port Pennyborough,3
Port Peter,2
Port Peterchester,3
Port Peterland,3
Port Peterport,1
Port Philip,2
Port Phillip,2
Port Phyllis,3
Port Rachel,2
Port Rachelbury,2
Port Rachelchester,3
Port Rachelstad,2
Port Racheltown,2
Port Ralph,2
Port Randall,1
Port Randallborough,1
Port Randallshire,1
Port Randyburgh,1
Port Randytown,1
Port Randyview,2
Port Raven,4
Port Ray,3
Port Raymond,9
Port Rebecca,4
Port Rebeccaborough,2
Port Rebeccaside,2
Port Rebeccastad,2
Port Rebekah,1
Port Regina,2
Port Reginaldstad,2
Port Reginaview,2
Port Renee,3
Port Rhonda,2
Port Rhondaland,1
Port Ricardotown,1
Port Richard,17
Port Richardberg,3
Port Richardchester,7
Port Richardmouth,2
Port Richardport,1
Port Richardshire,2
Port Rick,3
Port Ricky,3
Port Rickyshire,2
Port Rita,2
Port Ritaborough,2
Port Robert,28
Port Robertberg,4
Port Roberthaven,2
Port Robertland,3
Port Robertmouth,2
Port Robertton,2
Port Roberttown,1
Port Robin,10
Port Robinmouth,2
Port Robinview,2
Port Roger,2
Port Ronald,2
Port Ronaldfort,2
Port Ronnie,2
Port Rose,4
Port Rosetown,3
