"Facility ID","Facility Name","Short Description","Description","Facility Open Date","Facility Address 1","Facility Address 2","Facility City","Facility State","Facility Zip Code","Facility Phone Number","Facility Fax Number","Facility Website","Facility County Code","Facility County","Regional Office ID","Regional Office","Main Site Name","Main Site Facility ID","Operating Certificate Number","Operator Name","Operator Address 1","Operator Address 2","Operator City","Operator State","Operator Zip Code","Cooperator Name","Cooperator Address","Cooperator Address 2","Cooperator City","Cooperator State","Cooperator Zip Code","Ownership Type","Facility Latitude","Facility Longitude","Facility Location"
"13065","Advanced Home Care Services Inc.","LHCSA","Licensed Home Care Services Agency","10/02/2013","504 Coney Island Avenue","2nd Floor","Brooklyn","New York","11218","7182333301","7182333381",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1717L001","Advanced Home Care Services Inc.","504 Coney Island Avenue","2nd Floor","Brooklyn","New York","11218",,,,,"New York",,"Business Corporation","40.645539","-73.970756","(40.645539, -73.970756)"
"9347","United Memorial Medical Center Woman's Care Center","HOSP-EC","Hospital Extension Clinic","03/12/2012","11225 Maple Ridge Road",,"Medina","New York","14103","5853436030","5853447386",,"36","Orleans","1","Western Regional Office - Buffalo","United Memorial Medical Center North Street Campus","339","1801000H","United Memorial Medical Center","127 North St",,"Batavia","New York","14020","Rochester Regional Health","89 Genesee Street",,"Rochester","New York","14611","Not for Profit Corporation","43.207592","-78.398091","(43.207592, -78.398091)"
"12467","Unlimited Care Inc.","LHCSA","Licensed Home Care Services Agency","11/22/1999","138 Pine St","Ste 250","Kingston","New York","12401-4947","8453310114","8453318427","www.unlimitedcareinc.com","55","Ulster","6","Metropolitan Area Regional Office - New Rochelle",,,"0018L007","Unlimited Care Inc.","333 Westchester Ave.","West Bldg Ste Wg02","White Plains","New York","10604-2911",,,,,"New York",,"Business Corporation","41.929326","-74.014142","(41.929326, -74.014142)"
"6854","Fort Hamilton Clinic Treatment Program","HOSP-EC","Hospital Extension Clinic","05/09/2006","8710 Fifth Avenue",,"Brooklyn","New York","11209","7182835880",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","Maimonides Medical Center","1305","7001020H","Maimonides Medical Center","4802 Tenth Ave",,"Brooklyn","New York","11219",,,,,"New York",,"Not for Profit Corporation","40.6208","-74.026909","(40.6208, -74.026909)"
"8602","Maimonides Women's Services 9th Avenue","HOSP-EC","Hospital Extension Clinic","08/20/2008","4422 9th Avenue",,"Brooklyn","New York","11219","7182838930",,,"7094","Bronx","5","Metropolitan Area Regional Office - New York City","Maimonides Medical Center","1305","7001020H","Maimonides Medical Center","4802 Tenth Ave",,"Brooklyn","New York","11219",,,,,"New York",,"Not for Profit Corporation","40.642967","-73.998276","(40.642967, -73.998276)"
"14611","Manor Hills","AH","Adult Home","03/28/1990","4192-B Bolivar Road",,"Wellsville","New York","14895","5855939800","5855934605","https://www.willowridgeseniorliving.com","2","Allegany","1","Western Regional Office - Buffalo",,,"010-F-019","Willow Ridge Senior Living, LLC","4 Executive Park Drive",,"Albany","New York","12203",,,,,"New York",,"LLC","42.128794","-77.965971","(42.128794, -77.965971)"
"9255","Dialysis Clinic Inc","DTC-EC","Diagnostic and Treatment Center Extension Clinic","11/22/2011","176 Washington Avenue Extension",,"Albany","New York","12203",,,,"1","Albany","4","Capital District Regional Office","University Dialysis Center","4548","3301213R","Dialysis Clinic, Inc","1633 Church Street, Suite 500",,"Nashville","New York","37203",,,,,"New York",,"Not for Profit Corporation","42.699154","-73.851128","(42.699154, -73.851128)"
"4242","Lewis County General Hospital Hospice","HSPC","Hospice","03/23/1990","7785 North State Street",,"Lowville","New York","13367","3153765308","3153765435",,"24","Lewis","3","Central New York Regional Office",,,"2424500F","Lewis County","Court House",,"Lowville","New York","13367",,,,,"New York",,"County","43.795677","-75.498146","(43.795677, -75.498146)"
"6199","MS 363",,"School Based Diagnostic and Treatment Center Extension Clinic","03/01/2000","120 E 184th St",,"Bronx","New York","10453",,,,"7094","Bronx","5","Metropolitan Area Regional Office - New York City","Morris Heights Health Center","1307","7000236R","Morris Heights Health Center Inc","70 West Burnside Ave",,"Bronx","New York","10453",,,,,"New York",,"Not for Profit Corporation","40.859722","-73.900208","(40.859722, -73.900208)"
"15683","Alastar Family & Senior In-Home Care LLC","LHCSA","Licensed Home Care Services Agency","10/24/2024","1812 Merrick Road","2nd Floor","Merrick","New York","11566","9143589334","9143589336",,"29","Nassau","7","Metropolitan Area Regional Office - Long Island",,,"2522L003","Alastar Family & Senior In-Home Care, Llc","279 Lake St","Suite 1B","Brooklyn","New York","11223",,,,,"New York",,"LLC","40.65346","-73.55555","(40.65346, -73.55555)"
"10047","Crown Point Health Center",,"Primary Care Hospital - Critical Access Hospital Extension Clinic","05/30/2017","2679 Main Street",,"Crown Point","New York","12928",,,,"15","Essex","4","Capital District Regional Office","The University of Vermont Health Network - Elizabethtown Community Hospital","303","1552701C","Elizabethtown Community Hospital","Park Street",,"Elizabeth","New York","12932","The University of Vermont Health Network, Inc.","111 Colchester Avenue",,"Burlington","New York","05401","Not for Profit Corporation","43.949874","-73.420649","(43.949874, -73.420649)"
"14666","Elizabeth Brewster House","AH","Adult Home","06/28/1977","41 South Main Street",,"Homer","New York","13077","6077493061","6077495862",,"11","Cortland","3","Central New York Regional Office",,,"210-E-001","Elizabeth Brewster House","41 South Main Street",,"Homer","New York","13077-1323",,,,,"New York",,"Not for Profit Corporation","42.634776","-76.17836","(42.634776, -76.17836)"
"9739","Your Choice at Home, Inc.","CHHA","Certified Home Health Agency","09/19/2014","380 Henry Street",,"Brooklyn","New York","11201","7188557080","7188557082",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001645","Your Choice at Home, Inc.","380 Henry Street",,"Brooklyn","New York","11201",,,,,"New York",,"Not for Profit Corporation","40.688433","-73.997774","(40.688433, -73.997774)"
"13091","Maple Pointe Senior Care Lhcsa","LHCSA","Licensed Home Care Services Agency","04/12/2010","260 Maple Avenue",,"Rockville Center","New York","11570-4368","5167644848","5167644442",,"29","Nassau","7","Metropolitan Area Regional Office - Long Island",,,"1760L001","Maple Pointe Senior Care, Llc","260 Maple Avenue",,"Rockville Center","New York","11570",,,,,"New York",,"LLC","40.658021","-73.631837","(40.658021, -73.631837)"
"6214","Capital Region Ambulatory Surgery Center","DTC","Diagnostic and Treatment Center","11/21/2000","1367 Washington Ave Suite 401",,"Albany","New York","12206","5184387638",,,"1","Albany","4","Capital District Regional Office",,,"0101220R","Capital Region Ambulatory Surgery Center LLC","1367 Washington Ave Suite 401",,"Albany","New York","12206",,,,,"New York",,"LLC","42.685917","-73.813637","(42.685917, -73.813637)"
"15443","U.S. Renal Care Herkimer Dialysis","DTC","Diagnostic and Treatment Center","07/01/2023","201 East State Street",,"Herkimer","New York","13350","3155743025",,,"21","Herkimer","3","Central New York Regional Office",,,"2124202R","MVNY Partners V, LLC","5851 Legacy Circle;  Ste 900",,"Plano","New York","75024",,,,,"New York",,"LLC","43.02722","-74.98299","(43.02722, -74.98299)"
"15135","Meadowview at the Wartburg","EHP","Enriched Housing Program","01/03/2001","2 Wartburg Place",,"Mount Vernon","New York","10552","9146990800","9146992512","www.thewartburg.org#http://www.thewartburg.org#","59","Westchester","5","Metropolitan Area Regional Office - New York City",,,"800-S-125","Wartburg Senior Housing, Inc.","2 Wartburg Place",,"Mount Vernon","New York","10552-3853",,,,,"New York",,"Not for Profit Corporation","40.917765","-73.813192","(40.917765, -73.813192)"
"13227","Meadowbrook Terrace Inc.","LHCSA","Licensed Home Care Services Agency","11/06/2012","21957 Cole Road",,"Carthage","New York","13619","3154933300","3154933301",,"22","Jefferson","3","Central New York Regional Office",,,"1990L001","Carthage Area Hospital Inc.","1001 West Street",,"Carthage","New York","13619",,,,,"New York",,"Not for Profit Corporation","43.987222","-75.647721","(43.987222, -75.647721)"
"9790","Tri-County Family Medicine Program","DTC-EC","Diagnostic and Treatment Center Extension Clinic","04/01/2015","200 North Main Street",,"Wayland","New York","14572","5853353416",,,"50","Steuben","2","Western Regional Office - Rochester","Tri-County Family Medicine","394","2527200R","Tri-County Family Medicine Program Inc","Red Jacket Road Box 339",,"Dansville","New York","14437",,,,,"New York",,"Not for Profit Corporation","42.569692","-77.590793","(42.569692, -77.590793)"
"6725","Williams Elementary School",,"School Based Diagnostic and Treatment Center Extension Clinic","12/31/2004","9 Union Lane",,"Mount Vernon","New York","10550","9146686828",,,"59","Westchester","6","Metropolitan Area Regional Office - New Rochelle","Westchester Community Health Center","1727","5903200R","Mt Vernon Neighborhood Health Center Inc","107 W 4th Street",,"Mt Vernon","New York","10550",,,,,"New York",,"Not for Profit Corporation","40.903736","-73.829605","(40.903736, -73.829605)"
"66","Olean General Hospital","HOSP","Hospital","01/01/1901","515 Main Street",,"Olean","New York","14760","7163756171","7163756394",,"4","Cattaraugus","1","Western Regional Office - Buffalo",,,"0401001H","Olean General Hospital Inc","515 Main Street",,"Olean","New York","14760","Kaleida Health","100 High Street",,"Buffalo","New York","14203","Not for Profit Corporation","42.089844","-78.42688","(42.089844, -78.42688)"
"1605","Amsterdam Nursing Home Corp (1992)","NH","Residential Health Care Facility - SNF","02/01/1989","1060 Amsterdam Avenue",,"New York","New York","10025","2126782600",,,"7093","New York","5","Metropolitan Area Regional Office - New York City",,,"7002356N","Amsterdam Nursing Home Corporation (1992)","1060 Amsterdam Avenue",,"New York","New York","10025",,,,,"New York",,"Not for Profit Corporation","40.804531","-73.962807","(40.804531, -73.962807)"
"9749","Precision CyberKnife of New York","HOSP-EC","Hospital Extension Clinic","11/13/2014","181 Belle Meade Road",,"East Setauket","New York","11733","6316755399",,,"51","Suffolk","7","Metropolitan Area Regional Office - Long Island","John T Mather Memorial Hospital of Port Jefferson New York Inc","895","5149000H","John T Mather of Port Jefferson NY Inc","North Country Road",,"Port Jefferson","New York","11777","Northwell Healthcare, Inc.","2000 Marcus Ave.",,"New Hyde Park","New York","11042","Not for Profit Corporation","40.901283","-73.088455","(40.901283, -73.088455)"
"13739","Heron Care, Inc.","LHCSA","Licensed Home Care Services Agency","04/10/1991","168-30 89th Ave",,"Jamaica","New York","11432-4446","7182918788","7182918852","heronhomecare.com","7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"9027L002","Heron Care, Inc.","33 Front Street",,"Hempstead","New York","11550",,,,,"New York",,"Business Corporation","40.708781","-73.792767","(40.708781, -73.792767)"
"14750","The Belvedere","AH","Adult Home","03/19/2001","5110 19th Avenue",,"Brooklyn","New York","11204","7182231800","7182231801","www.regencyofbp.com#http://www.regencyofbp.com#","7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"331-F-288","Boro Park Senior Living Community LLC","5110 19th Avenue",,"Brooklyn","New York","11204-1703",,,,,"New York",,"LLC","40.625799","-73.980342","(40.625799, -73.980342)"
"12977","Rite Choice Home Care Agency, Inc.","LHCSA","Licensed Home Care Services Agency","08/05/2009","116-55 Queens Boulevard","Suite 203","Forest Hills","New York","11375","7182612700","7182612735",,"7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"1589L001","Rite Choice Home Care Agency, Inc.","116-55 Queens Boulevard","Suite 203","Forest Hills","New York","11375",,,,,"New York",,"Business Corporation","40.7156","-73.832322","(40.7156, -73.832322)"
"9668","Four Seasons Nursing and Rehabilitation Certified Home Health Agency","CHHA","Certified Home Health Agency","02/27/2014","1535 Rockaway Parkway",,"Brooklyn","New York","11236","7183075460","7183075467",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001646","FSNR CHHA, LLC","1535 Rockaway Parkway",,"Brooklyn","New York","11236",,,,,"New York",,"LLC","40.643169","-73.900024","(40.643169, -73.900024)"
"12784","Accredo","LHCSA","Licensed Home Care Services Agency","10/18/2005","118-35 Queens Blvd","14th Floor","Queens","New York","11375","7182680423","7185440128",,"7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"1155L004","Ahg Of New York, Inc.","125 Clearbrook Road","Suite 122","Elmsford","New York","10523",,,,,"New York",,"Business Corporation","40.71506","-73.8317","(40.71506, -73.8317)"
"7606","Guthrie Endicott East Main Street","HOSP-EC","Hospital Extension Clinic","02/01/1998","415 Main Street",,"Endicott","New York","13760",,,,"3","Broome","3","Central New York Regional Office","Guthrie Lourdes Hospital","43","0301001H","Our Lady of Lourdes Memorial Hospital Inc","169 Riverside Drive",,"Binghamton","New York","13905","The Guthrie Clinic","1 Guthrie Square",,"Sayre","New York","18840","Not for Profit Corporation","42.094955","-76.059975","(42.094955, -76.059975)"
"13419","Loyal Home Care Inc.","LHCSA","Licensed Home Care Services Agency","07/11/2017","2634 Ocean Avenue","Suite 3","Brooklyn","New York","11229","7186466300","7186461529",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"2293L001","Loyal Home Care Inc.","2634 Ocean Avenue","Suite 3","Brooklyn","New York","11229",,,,,"New York",,"Business Corporation","40.597078","-73.951349","(40.597078, -73.951349)"
"10085","Cassena Kidney Care at Sea Crest","DTC","Diagnostic and Treatment Center","09/18/2017","3035 West 24th Street",,"Brooklyn","New York","11224",,,,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001149R","Sea Crest Acquisition II, LLC","3035 West 24th Street",,"Brooklyn","New York","11224",,,,,"New York",,"LLC","40.572156","-73.990344","(40.572156, -73.990344)"
"7004","Massry Center","HOSP-EC","Hospital Extension Clinic","09/06/1996","147 Hoosick Street",,"Troy","New York","12180",,,,"41","Rensselaer","4","Capital District Regional Office","Samaritan Hospital","756","4102002H","Samaritan Hospital of Troy NY Inc","2215 Burdett Avenue",,"Troy","New York","12180","St. Peter's Health Partners","315 South Manning Boulevard",,"Albany","New York","12208","Not for Profit Corporation","42.739269","-73.676636","(42.739269, -73.676636)"
"13005","Fbh Home Care Options","LHCSA","Licensed Home Care Services Agency","12/02/2009","4646 Nine Mile Point Road",,"Fairport","New York","14450","5853770350","5853772368",,"27","Monroe","2","Western Regional Office - Rochester",,,"1628L001","Fairport Baptist Homes Adult Care Facility","4646 Nine Mile Point Road",,"Fairport","New York","14450",,,,,"New York",,"Not for Profit Corporation","43.110343","-77.439949","(43.110343, -77.439949)"
"710","Montgomery Nursing and Rehabilitation Center","NH","Residential Health Care Facility - SNF","01/29/1991","2817 Albany Post Road, Box 158",,"Montgomery","New York","12549","8454573155","8454579663",,"35","Orange","6","Metropolitan Area Regional Office - New Rochelle",,,"3561302N","Montgomery Operating Co., LLC","281 Albany Post Road",,"Montgomery","New York","12540",,,,,"New York",,"LLC","41.545601","-74.238609","(41.545601, -74.238609)"
"9336","Rochester Hearing and Speech Center - Webster Office","DTC-EC","Diagnostic and Treatment Center Extension Clinic","04/17/2012","1170 Ridge Road",,"Webster","New York","14580","5852869373","5858728075",,"27","Monroe","2","Western Regional Office - Rochester","Hearing and Speech Center of Rochester Inc","419","2701207R","Hearing and Speech Center of Rochester Inc","1000 Elmwood Avenue",,"Rochester","New York","14620",,,,,"New York",,"Not for Profit Corporation","43.21064","-77.442009","(43.21064, -77.442009)"
